year,age_group,population_sample_count,total_sample_count,age_group_share,unit,data_scope,source,source_file,note
2019,60-64岁,60712,1091876,0.05560338353,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,65-69岁,55086,1091876,0.05045078379,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,70-74岁,35665,1091876,0.03266396551,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,75-79岁,22610,1091876,0.0207074796,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,80-84岁,14322,1091876,0.01311687408,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,85-89岁,7036,1091876,0.006443955174,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,90-94岁,2113,1091876,0.001935201433,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2019,95岁以上,450,1091876,0.0004121347113,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,0-4岁,73867.43,1386579.45,0.05327313195,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,5-9岁,88010.32,1386579.45,0.06347297301,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,10-14岁,82085.8,1386579.45,0.05920021388,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,15-19岁,77884.15,1386579.45,0.05616998723,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,15-29岁,239856.05,1386579.45,0.1729839931,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,20-24岁,73032.73,1386579.45,0.05267114697,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,20-29岁,161971.9,1386579.45,0.1168140059,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,25-29岁,88939.17,1386579.45,0.06414285889,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
2020,30-34岁,123986.51,1386579.45,0.08941897271,人,人口抽样调查样本数据,人口抽样调查样本数据_年度数据.xlsx,data/raw/official_statistics/人口抽样调查样本数据_年度数据.xlsx,该数据为人口抽样调查样本数据，适合观察年龄结构占比变化，不代表全国实际人口规模。
